"fecha","ciudad","lluvia_mm","temp_max","viento_max","humedad_pm","presion_pm","nubosidad_pm"
2011-09-18,"Sydney",0,31.1,63,69,1015.9,1
2011-09-19,"Sydney",0,25.9,65,62,1013.5,1
2011-09-20,"Sydney",0,29.3,83,19,1006.6,3
2011-09-21,"Sydney",0,21,41,39,1017.3,0
2011-09-22,"Sydney",0,22.7,50,50,1018.8,0
2011-09-23,"Sydney",0,32.1,83,13,1012.8,2
2011-09-24,"Sydney",0.2,17.8,56,76,1018.1,8
2011-09-25,"Sydney",22.8,17.3,65,75,1020.4,7
2011-09-26,"Sydney",19.8,18.8,52,48,1022.3,1
2011-09-27,"Sydney",0,21.2,52,49,1018.7,5
2011-09-28,"Sydney",0,18.8,31,84,1010.5,7
2011-09-30,"Sydney",1.2,21.3,70,25,1002.9,3
2011-10-01,"Sydney",0,19,54,47,1005.3,8
2011-10-02,"Sydney",7,16.9,69,63,1016.7,7
2011-10-03,"Sydney",6.4,16.2,54,60,1021.7,6
2011-10-04,"Sydney",0.6,17.3,48,63,1023.3,3
2011-10-05,"Sydney",0,19.1,28,48,1018.3,7
2011-10-06,"Sydney",0,20.6,33,57,1013.5,8
2011-10-07,"Sydney",1.4,21.8,31,58,1010.2,3
2011-10-08,"Sydney",3.2,19.2,39,88,1009.4,7
2011-10-09,"Sydney",0,24.1,54,34,1005,7
2011-10-10,"Sydney",0,20.9,37,57,1006.4,6
2011-10-11,"Sydney",0,20.4,44,35,1009.6,7
2011-10-12,"Sydney",0,19.8,44,85,1017.4,6
2011-10-13,"Sydney",2.2,19.7,43,55,1021.4,4
2011-10-14,"Sydney",0,19.5,39,67,1017.6,8
2011-10-15,"Sydney",18.4,23.5,39,66,1007.5,3
2011-10-16,"Sydney",0,20.8,33,58,1015.2,1
2011-10-17,"Sydney",2.2,18,59,45,1032,1
2011-10-18,"Sydney",0,19.7,33,42,1031.7,1
2011-10-19,"Sydney",0,23.2,41,43,1027.7,1
2011-10-20,"Sydney",0,26.2,52,40,1023.2,1
2011-10-21,"Sydney",0,30.7,43,20,1021.1,1
2011-10-22,"Sydney",0,25.8,41,50,1021.2,6
2011-10-23,"Sydney",0,25.6,37,63,1017.7,6
2011-10-24,"Sydney",0,34.6,46,17,1007.4,5
2011-10-25,"Sydney",1.6,18.4,65,91,1013.8,7
2011-10-26,"Sydney",3.2,18.9,41,57,1022.6,8
2011-10-27,"Sydney",1.2,20.4,37,50,1022.2,7
2011-10-28,"Sydney",0,23.7,48,53,1015.5,5
2011-10-29,"Sydney",0,28.9,41,82,1008.9,7
2011-10-30,"Sydney",0,26.4,74,65,1009.5,4
2011-10-31,"Sydney",0.2,19,46,61,1020.1,1
2011-11-01,"Sydney",0,20.4,33,57,1016.2,3
2011-11-02,"Sydney",0,22.3,44,50,1009.8,2
2011-11-03,"Sydney",12.2,18.4,41,64,1014.1,4
2011-11-04,"Sydney",4,21.9,33,57,1018.3,4
2011-11-05,"Sydney",0,24.8,52,56,1014.8,1
2011-11-06,"Sydney",0,32.3,43,53,1009.1,8
2011-11-07,"Sydney",0,28.9,33,86,1012.4,5
2011-11-08,"Sydney",1.8,30.7,67,52,1008.4,7
2011-11-09,"Sydney",29,32.4,52,47,1010.7,4
2011-11-10,"Sydney",0.4,29.4,59,53,1011.5,6
2011-11-11,"Sydney",0.2,23.7,43,43,1022.5,3
2011-11-12,"Sydney",0,25.6,35,52,1015.1,2
2011-11-13,"Sydney",0,25.1,39,64,1013.8,7
2011-11-14,"Sydney",0,37.9,74,14,1004.5,7
2011-11-15,"Sydney",0,27,52,38,1016.4,0
2011-11-16,"Sydney",0,21.2,76,79,1019.2,8
2011-11-17,"Sydney",10.6,22.3,20,98,1018.9,8
2011-11-18,"Sydney",1.6,26,37,59,1015.9,1
2011-11-19,"Sydney",0,31.4,65,53,1010.1,2
2011-11-20,"Sydney",0,28.8,54,81,1008.1,7
2011-11-21,"Sydney",3,23.6,35,57,1015.1,8
2011-11-22,"Sydney",5.2,22.3,48,83,1009.2,8
2011-11-23,"Sydney",37.4,18.6,50,85,1020,8
2011-11-24,"Sydney",11.4,18.5,50,72,1026,8
2011-11-25,"Sydney",7,20.2,46,83,1020.7,8
2011-11-26,"Sydney",23.6,28,72,60,1003.5,2
2011-11-27,"Sydney",4.4,28.5,56,35,1008.1,6
2011-11-28,"Sydney",0,28.2,54,50,1015.1,5
2011-11-29,"Sydney",0,27.6,70,72,1013.9,7
2011-11-30,"Sydney",0,32.4,57,35,1008.8,7
2011-12-03,"Sydney",0,22.3,43,49,1016.9,1
2011-12-04,"Sydney",0,19.2,65,70,1015.3,7
2011-12-05,"Sydney",2.4,17.7,59,71,1020,8
2011-12-06,"Sydney",6.2,18.5,37,68,1018.1,6
2011-12-07,"Sydney",0.2,20.5,39,75,1014.4,7
2011-12-08,"Sydney",21.2,22.2,39,66,1013.4,8
2011-12-09,"Sydney",1,23.9,33,56,1013.5,7
2011-12-10,"Sydney",0,23.6,31,61,1008.1,7
2011-12-11,"Sydney",0,28.2,56,83,1002,6
2011-12-12,"Sydney",37.8,19,56,82,1006.5,8
2011-12-14,"Sydney",0.2,20.3,56,60,1016.4,4
2011-12-15,"Sydney",0.6,22.3,35,47,1018.3,4
2011-12-16,"Sydney",0,22.3,31,44,1021.1,5
2011-12-17,"Sydney",0,22.5,30,44,1021.7,2
2011-12-18,"Sydney",0,24.5,52,44,1016.3,7
2011-12-19,"Sydney",0,24.4,54,79,1008.1,7
2011-12-21,"Sydney",0,22.7,37,75,1017,6
2011-12-22,"Sydney",0.8,22.6,30,70,1017,7
2011-12-23,"Sydney",4,25.6,39,63,1013.1,5
2011-12-24,"Sydney",9.8,26.7,39,54,1012.6,1
2011-12-25,"Sydney",0,28.2,56,57,1009.7,1
2011-12-26,"Sydney",0,28.4,59,62,1004.2,8
2011-12-27,"Sydney",0.2,21.7,56,66,1011,7
2011-12-28,"Sydney",0,21.9,52,67,1012.2,2
2011-12-29,"Sydney",0,22.7,48,54,1015.6,1
2011-12-30,"Sydney",1.8,24.7,35,50,1019.8,4
2011-12-31,"Sydney",0.2,23.9,33,54,1018.9,6
2012-01-01,"Sydney",0,27.6,39,37,1015.2,0
2012-01-02,"Sydney",0,28.5,52,42,1016.5,1
2012-01-03,"Sydney",0,29,54,51,1015.2,2
2012-01-04,"Sydney",0,34.1,69,50,1010,7
2012-01-05,"Sydney",0,26.1,48,56,1014.1,5
2012-01-06,"Sydney",5,21.9,61,62,1016.7,7
2012-01-07,"Sydney",0,26.5,48,48,1012.1,7
2012-01-08,"Sydney",0,28,50,61,1003.3,7
2012-01-09,"Sydney",8.2,26.2,41,62,1006,5
2012-01-10,"Sydney",0,28.6,39,38,1007.3,5
2012-01-11,"Sydney",0,29.3,76,16,1002,2
2012-01-12,"Sydney",0,21.3,50,37,1016,1
2012-01-13,"Sydney",0,27.1,48,44,1013.4,6
2012-01-14,"Sydney",0.8,22.7,41,67,1016.1,8
2012-01-15,"Sydney",32.2,24.2,44,65,1019.5,7
2012-01-16,"Sydney",8.8,24.9,50,66,1022.4,6
2012-01-17,"Sydney",2.6,26.9,44,54,1020.9,3
2012-01-18,"Sydney",0.2,29.3,37,55,1014.2,3
2012-01-19,"Sydney",0,24.9,48,73,1017.6,5
2012-01-20,"Sydney",0,26.4,37,57,1015.2,6
2012-01-21,"Sydney",0,25.5,33,80,1015.8,7
2012-01-22,"Sydney",7.4,26.4,48,50,1021.9,5
2012-01-23,"Sydney",0.2,25.6,44,46,1021.4,6
2012-01-24,"Sydney",0,24.3,35,79,1016.8,8
2012-01-25,"Sydney",4.8,26,35,90,1013.3,8
2012-01-26,"Sydney",35.2,27.7,44,63,1013.6,8
2012-01-27,"Sydney",3.6,25.9,48,65,1017.1,7
2012-01-28,"Sydney",0,27,39,64,1013.2,6
2012-01-29,"Sydney",0,28.9,57,57,1008.8,6
2012-01-30,"Sydney",1.6,34.6,67,46,998.2,6
2012-01-31,"Sydney",0,27.4,59,68,1008.4,7
2012-02-01,"Sydney",8,22,50,65,1013.9,8
2012-02-02,"Sydney",3,20.2,44,87,1010.9,8
2012-02-03,"Sydney",40.2,21.2,44,89,1004.9,8
2012-02-04,"Sydney",5.8,25.3,30,65,1003.8,2
2012-02-05,"Sydney",0,29.1,50,59,1000.3,1
2012-02-06,"Sydney",0,22.9,65,73,1003.2,5
2012-02-07,"Sydney",1.8,24.4,39,62,1007.5,8
2012-02-08,"Sydney",0.6,23.7,43,80,1011.8,7
2012-02-09,"Sydney",0.6,26.4,46,57,1012.3,4
2012-02-10,"Sydney",1.8,27,52,58,1009.9,6
2012-02-11,"Sydney",9.4,24.3,56,87,1011,8
2012-02-12,"Sydney",3.8,25.7,33,65,1013.7,7
2012-02-13,"Sydney",2,25.6,31,68,1016.9,6
2012-02-14,"Sydney",0,25.1,33,56,1020.4,6
2012-02-15,"Sydney",0.6,25.7,33,49,1020,1
2012-02-16,"Sydney",0,28.4,50,39,1017.6,3
2012-02-17,"Sydney",0,28.7,37,52,1015.6,6
2012-02-18,"Sydney",1.4,25,41,75,1016.8,7
2012-02-19,"Sydney",0,28.7,52,52,1013.9,6
2012-02-20,"Sydney",53.6,25.3,44,76,1011,6
2012-02-21,"Sydney",1.6,23.7,72,69,1011.1,3
2012-02-22,"Sydney",0,24,37,69,1015.6,6
2012-02-23,"Sydney",0,29.7,33,48,1017.8,6
2012-02-24,"Sydney",0,29.3,37,42,1022.2,1
2012-02-25,"Sydney",0,28.6,56,53,1021.4,2
2012-02-26,"Sydney",0,28.6,52,64,1018.3,7
2012-02-27,"Sydney",0,30.3,41,52,1014.7,5
2012-02-28,"Sydney",0,34.3,39,49,1011.1,8
2012-02-29,"Sydney",3.8,22.5,54,96,1012.5,8
2012-03-01,"Sydney",23.6,30.6,80,52,1001.2,8
2012-03-03,"Sydney",8,22.6,48,72,1018.6,8
2012-03-04,"Sydney",2.4,28.1,48,59,1009.7,4
2012-03-05,"Sydney",13.4,24.9,50,72,1014.3,2
2012-03-06,"Sydney",0,21.9,50,64,1018.2,4
2012-03-07,"Sydney",0,21.1,59,70,1015.9,5
2012-03-08,"Sydney",83.6,21.6,67,69,1005.9,6
2012-03-09,"Sydney",12.4,28.1,43,41,1008.1,3
2012-03-10,"Sydney",0,24.7,43,56,1014.7,3
2012-03-11,"Sydney",0,24.4,35,58,1016.8,2
2012-03-12,"Sydney",0,25.4,43,55,1020.1,7
2012-03-13,"Sydney",0,27.2,46,49,1019.8,1
2012-03-14,"Sydney",0,26.5,41,72,1018.1,7
2012-03-15,"Sydney",0,28.5,50,50,1014.4,3
2012-03-16,"Sydney",0,31.3,50,61,1009.1,2
2012-03-17,"Sydney",26.2,21,59,92,1015.2,7
2012-03-18,"Sydney",3.4,22,59,73,1022.4,4
2012-03-19,"Sydney",5,24.4,52,71,1023.1,7
2012-03-20,"Sydney",4.8,24.9,35,54,1016.8,5
2012-03-21,"Sydney",0,26.5,44,63,1004.8,5
2012-03-22,"Sydney",0,19.9,78,80,1008.1,8
2012-03-23,"Sydney",2.2,26,63,30,1002,1
2012-03-24,"Sydney",0,23.7,43,33,1011.9,1
2012-03-25,"Sydney",0,22.3,43,52,1021.2,5
2012-03-26,"Sydney",0.6,25.1,41,52,1021.2,1
2012-03-27,"Sydney",0,26.3,33,56,1021.9,5
2012-03-28,"Sydney",0,23.5,44,68,1020.4,7
2012-03-29,"Sydney",5.4,26.2,31,52,1016.8,2
2012-03-31,"Sydney",0,28.2,26,48,1016.6,3
2012-04-01,"Sydney",0,25.1,41,42,1014.8,5
2012-04-02,"Sydney",1.2,24.5,28,66,1014.7,3
2012-04-03,"Sydney",0,28.6,30,54,1013.4,4
2012-04-04,"Sydney",0,27.3,39,52,1016.2,1
2012-04-05,"Sydney",0,28,33,48,1019,1
2012-04-06,"Sydney",0,27.1,39,35,1016.9,1
2012-04-07,"Sydney",0,27.4,57,61,1017.1,3
2012-04-08,"Sydney",0,25,50,70,1013.4,7
2012-04-09,"Sydney",5,25,72,26,1013.8,1
2012-04-10,"Sydney",0,17.4,72,52,1026,3
2012-04-11,"Sydney",0,18.3,61,66,1029.8,5
2012-04-12,"Sydney",3.8,20.6,43,63,1031.1,1
2012-04-13,"Sydney",0,25.9,33,49,1027.8,1
2012-04-14,"Sydney",0,26.1,33,55,1023.7,7
2012-04-15,"Sydney",0,25.6,20,48,1022.3,7
2012-04-16,"Sydney",0,22.5,63,68,1021.7,7
2012-04-17,"Sydney",11.2,21.6,54,79,1020.5,8
2012-04-18,"Sydney",31,21.7,50,87,1018.4,7
2012-04-19,"Sydney",63.2,24.9,35,86,1016.1,7
2012-04-20,"Sydney",2.2,27,31,64,1014.2,7
2012-04-21,"Sydney",0.2,23.6,33,79,1012.9,3
2012-04-22,"Sydney",0,25.2,30,73,1010.7,8
2012-04-23,"Sydney",0.6,21,33,78,1010.8,7
2012-04-24,"Sydney",2.6,26,63,56,1009.8,5
2012-04-25,"Sydney",0,20,67,30,1008.2,2
2012-04-26,"Sydney",0,19.9,48,54,1017.1,5
2012-04-27,"Sydney",0,20.5,28,64,1020.6,3
2012-04-28,"Sydney",0,24.1,26,44,1017.1,6
2012-04-29,"Sydney",0,18.8,67,57,1021.9,7
2012-04-30,"Sydney",0,20.3,30,45,1025.1,5
2012-05-01,"Sydney",0,23,37,49,1023.1,2
2012-05-02,"Sydney",0,25.5,37,53,1018.1,5
2012-05-03,"Sydney",0,20.7,41,56,1017.4,1
2012-05-04,"Sydney",0,21.1,33,40,1016.9,1
2012-05-05,"Sydney",0,18.9,56,72,1013.4,5
2012-05-06,"Sydney",0,21.8,39,29,1014.4,1
2012-05-07,"Sydney",0,19,46,39,1015.8,7
2012-05-09,"Sydney",0,26.9,26,27,1018.6,1
2012-05-10,"Sydney",0,27.5,30,44,1019.5,1
2012-05-11,"Sydney",0,27.3,28,33,1013.6,3
2012-05-12,"Sydney",0,20.4,59,25,1014.2,5
2012-05-13,"Sydney",0,18.1,69,35,1011.9,1
2012-05-15,"Sydney",0,18.2,41,52,1022,1
2012-05-16,"Sydney",0,18.6,33,66,1022.6,2
2012-05-17,"Sydney",0,21.3,22,50,1022,1
2012-05-18,"Sydney",0,22.8,24,29,1021,1
2012-05-19,"Sydney",0,22.2,28,36,1020.4,6
2012-05-21,"Sydney",11,21.4,26,50,1021.5,2
2012-05-22,"Sydney",0,21.4,39,29,1020.6,1
2012-05-23,"Sydney",0,22.9,28,25,1020,0
2012-05-24,"Sydney",0,17.3,35,92,1018.7,8
2012-05-25,"Sydney",10.2,19.6,61,28,1008.6,3
2012-05-26,"Sydney",0,17.8,70,40,1012.9,5
2012-05-27,"Sydney",0,17.1,50,61,1019.6,1
2012-05-29,"Sydney",7.2,16.6,43,79,1030.8,7
2012-05-30,"Sydney",0.8,17.3,39,64,1032.7,3
2012-05-31,"Sydney",0,17.5,33,74,1030.8,5
2012-06-01,"Sydney",0,18.3,24,70,1025.7,7
2012-06-02,"Sydney",0.2,16.6,39,96,1018.7,8
2012-06-03,"Sydney",32.2,15.7,33,93,1010.8,8
2012-06-04,"Sydney",11.8,20.5,41,41,1000.3,5
2012-06-05,"Sydney",0,16.5,104,70,1000.8,8
2012-06-07,"Sydney",4.8,15.9,41,48,1021.2,1
2012-06-08,"Sydney",0,16,26,50,1023.9,1
2012-06-09,"Sydney",0,17.2,24,42,1023.9,1
2012-06-10,"Sydney",2.8,14.7,43,85,1023.2,7
2012-06-11,"Sydney",50.4,17.2,54,89,1020.4,8
2012-06-12,"Sydney",41.6,18.9,50,74,1018.6,6
2012-06-13,"Sydney",12.2,15.3,41,92,1019.2,6
2012-06-14,"Sydney",6.2,19.1,24,70,1016.3,3
2012-06-15,"Sydney",0,21.5,30,45,1013,5
2012-06-16,"Sydney",0.2,14.8,33,89,1014.2,8
2012-06-18,"Sydney",0,18.8,35,46,1019.5,1
2012-06-19,"Sydney",0,19.3,56,35,1017.8,3
2012-06-20,"Sydney",0,18.4,26,42,1017.8,3
2012-06-21,"Sydney",0,19.2,44,43,1010.4,3
2012-06-22,"Sydney",0,18.7,59,43,1007.8,6
2012-06-23,"Sydney",0,17.1,44,28,1021.2,1
2012-06-24,"Sydney",0,18.3,43,37,1026.2,0
2012-06-25,"Sydney",0,20.4,35,31,1023.6,1
2012-06-27,"Sydney",5.6,15.1,37,75,1028.8,3
2012-06-28,"Sydney",0,18.5,22,69,1020.7,5
2012-06-29,"Sydney",0.6,20.5,26,61,1010.7,5
2012-06-30,"Sydney",0,20.6,30,49,1011.3,7
2012-07-01,"Sydney",0,17.1,56,27,1013.4,2
2012-07-02,"Sydney",0,16.4,46,32,1015.5,3
2012-07-03,"Sydney",0,15.4,44,49,1018.1,5
2012-07-04,"Sydney",0,14.7,57,56,1025.1,7
2012-07-05,"Sydney",3.4,14,50,83,1030.2,7
2012-07-06,"Sydney",21,14.2,48,61,1031.5,2
2012-07-07,"Sydney",1.2,14.5,48,70,1030.5,7
2012-07-08,"Sydney",0,17,26,60,1028.1,2
2012-07-09,"Sydney",0,18.6,35,60,1026.5,5
2012-07-10,"Sydney",0,19.4,54,61,1020.9,7
2012-07-11,"Sydney",8.2,20.8,41,39,1017.4,5
2012-07-12,"Sydney",0,18.4,33,73,1012.6,8
2012-07-13,"Sydney",0,23.7,39,54,1007.7,6
2012-07-14,"Sydney",0,20.8,43,30,1009.7,1
2012-07-15,"Sydney",0,18.6,48,35,1017.1,1
2012-07-16,"Sydney",0,18.9,39,30,1025.3,0
2012-07-17,"Sydney",0,21.3,30,26,1021.3,0
2012-07-18,"Sydney",0,21.3,31,37,1015.8,2
2012-07-19,"Sydney",0,14.2,56,60,1020.3,5
2012-07-20,"Sydney",0,15.3,44,51,1024.8,1
2012-07-21,"Sydney",0.2,14.8,56,52,1028.5,7
2012-07-22,"Sydney",6,16.4,59,59,1027.6,6
2012-07-23,"Sydney",0.6,17.3,50,83,1026.8,7
2012-07-24,"Sydney",6.6,14.4,37,93,1025.8,7
2012-07-25,"Sydney",3.4,19.7,31,46,1019.1,2
2012-07-26,"Sydney",0,20,33,42,1011.1,7
2012-07-28,"Sydney",0,17.9,44,47,1015.6,4
2012-07-29,"Sydney",0,15,44,54,1021.8,6
2012-07-30,"Sydney",0,14.2,65,47,1022.2,1
2012-07-31,"Sydney",2.8,13.9,54,63,1023,6
2012-08-01,"Sydney",0,14.3,48,51,1019.5,2
2012-08-02,"Sydney",0,15.2,44,48,1018.6,3
2012-08-03,"Sydney",0,19.2,37,26,1014.3,1
2012-08-04,"Sydney",0,21,39,23,1014.2,2
2012-08-05,"Sydney",0,22.6,43,23,1011.2,7
2012-08-06,"Sydney",0,18.2,50,24,1015.3,1
2012-08-07,"Sydney",0,19,43,21,1021.2,0
2012-08-08,"Sydney",0,22.1,33,19,1015.1,1
2012-08-09,"Sydney",0,20,69,16,1010.3,2
2012-08-10,"Sydney",0,14.3,106,71,1015.9,7
2012-08-11,"Sydney",3.2,14.6,80,68,1020.6,5
2012-08-12,"Sydney",3,14,63,64,1024.4,7
2012-08-13,"Sydney",0.2,17.1,31,52,1022.6,1
2012-08-14,"Sydney",0,20.1,30,29,1017.3,7
2012-08-15,"Sydney",0,22.1,33,25,1011.3,7
2012-08-16,"Sydney",0,19.8,39,38,1010.5,2
2012-08-17,"Sydney",0,22.6,78,29,1004.4,6
2012-08-18,"Sydney",0,19.1,72,31,1007.4,4
2012-08-19,"Sydney",0,17.9,39,40,1018.9,2
2012-08-20,"Sydney",0,19.7,35,38,1018.8,1
2012-08-21,"Sydney",0,22.3,39,23,1015.6,1
2012-08-22,"Sydney",0,25.1,48,44,1010,6
2012-08-23,"Sydney",0,30,89,22,1005.5,7
2012-08-24,"Sydney",6.2,20.5,57,20,1011.8,1
2012-08-25,"Sydney",0,20.2,41,26,1015.3,1
2012-08-26,"Sydney",0,18.9,33,32,1016.8,3
2012-08-27,"Sydney",0,20.3,33,35,1021.9,1
2012-08-28,"Sydney",0,20.5,35,39,1019.7,6
2012-08-29,"Sydney",0,23.4,48,52,1010.2,7
2012-08-30,"Sydney",0,23.3,54,16,1009,6
2012-08-31,"Sydney",0,19.3,63,21,1013.8,6
2012-09-01,"Sydney",0.6,15.7,67,49,1020.3,6
2012-09-02,"Sydney",1,20.2,31,41,1019.8,1
2012-09-03,"Sydney",0,19.7,30,40,1020,1
2012-09-04,"Sydney",0,22.8,26,22,1019.5,1
2012-09-05,"Sydney",0,29,59,8,1006.7,0
2012-09-06,"Sydney",0,28.6,69,6,1005.2,0
2012-09-07,"Sydney",0,22.9,80,17,1006.2,5
2012-09-08,"Sydney",0,21.1,61,28,1013.2,1
2012-09-09,"Sydney",0,19.7,39,37,1021.5,1
2012-09-10,"Sydney",0,24.7,43,39,1019.8,2
2012-09-11,"Sydney",0,19.1,50,73,1022.6,1
2012-09-12,"Sydney",0,22.9,48,57,1015.6,1
2012-09-13,"Sydney",0,24.2,61,90,1007.8,8
2012-09-14,"Sydney",2,17.2,39,36,1017.1,1
2012-09-15,"Sydney",0,17.3,44,60,1023.7,1
2012-09-16,"Sydney",0,21.9,46,45,1016.1,3
2012-09-17,"Sydney",0,19.7,52,76,1016.9,6
2012-09-18,"Sydney",0,22.2,37,54,1013.8,5
2012-09-19,"Sydney",3,23,39,47,1014.7,3
2012-09-20,"Sydney",0,22.4,37,48,1014.6,2
2012-09-21,"Sydney",0,25.8,43,44,1009.5,1
2012-09-22,"Sydney",1.4,20.8,33,60,1013.3,1
2012-09-23,"Sydney",0,25.3,48,40,1005.3,1
2012-09-24,"Sydney",0,24.4,48,27,1010.6,1
2012-09-25,"Sydney",0.2,20,39,60,1020.2,6
2012-09-26,"Sydney",0.2,22.3,52,48,1018.7,1
2012-09-27,"Sydney",0,25.1,52,56,1013.1,5
2012-09-28,"Sydney",0,34.1,61,18,1003,7
2012-09-29,"Sydney",11.6,23.6,65,18,1007.2,7
2012-09-30,"Sydney",0,21.2,56,28,1018.1,1
2012-10-01,"Sydney",0,20.1,33,53,1025.6,1
2012-10-02,"Sydney",1.4,20,33,42,1029.1,1
2012-10-03,"Sydney",0,30.9,39,35,1020.1,7
2012-10-04,"Sydney",0,33.6,48,11,1013,0
2012-10-05,"Sydney",0,35.6,61,72,1013.4,5
2012-10-06,"Sydney",0,19.8,59,74,1014.5,7
2012-10-07,"Sydney",1.6,18.4,67,45,1013.8,1
2012-10-08,"Sydney",0,18.3,39,46,1013.6,6
2012-10-09,"Sydney",4,18,35,52,1011.3,6
2012-10-10,"Sydney",0,25.1,35,28,1007.5,1
2012-10-11,"Sydney",7.2,20,57,50,1003.9,7
2012-10-12,"Sydney",3.2,15.8,81,89,1010.8,7
2012-10-13,"Sydney",4.4,18.3,33,48,1019.5,1
2012-10-14,"Sydney",0,19.4,37,48,1024,1
2012-10-15,"Sydney",0,27.4,48,30,1020.4,2
2012-10-16,"Sydney",0,34.7,41,8,1013.6,2
2012-10-17,"Sydney",0,21.6,52,46,1016.6,6
2012-10-18,"Sydney",0,23.7,50,49,1019.4,1
2012-10-19,"Sydney",0,28.8,33,30,1011.2,4
2012-10-20,"Sydney",0,30.2,65,81,1008.7,2
2012-10-21,"Sydney",0,28.3,50,38,1009.6,7
2012-10-22,"Sydney",0,16.9,83,59,1019.8,2
2012-10-23,"Sydney",1.6,19.2,57,44,1026.6,3
2012-10-24,"Sydney",0,24,52,42,1017.5,2
2012-10-25,"Sydney",0,28.9,50,32,1006.4,6
2012-10-26,"Sydney",0,22.9,63,56,1007.1,7
2012-10-27,"Sydney",0,19.4,41,38,1016.6,1
2012-10-28,"Sydney",0,20.2,35,43,1024.3,8
2012-10-29,"Sydney",0,23,48,50,1021.1,2
2012-10-30,"Sydney",0,24.7,50,44,1015.3,6
2012-10-31,"Sydney",0,28.9,41,34,1012.7,3
2012-11-01,"Sydney",0,34.2,67,15,1001.3,7
2012-11-02,"Sydney",0,19.1,54,53,1015.7,1
2012-11-03,"Sydney",6.2,18.4,37,67,1020.2,8
2012-11-04,"Sydney",0.4,23.8,48,61,1017.3,4
2012-11-05,"Sydney",0,27,59,50,1014.5,4
2012-11-06,"Sydney",0,28.2,70,50,1012.1,4
2012-11-07,"Sydney",0,25.5,48,65,1010.2,8
2012-11-08,"Sydney",0,25.5,33,54,1011.8,7
2012-11-09,"Sydney",7.2,27,61,63,1012.3,5
2012-11-10,"Sydney",4.6,19.9,50,59,1023.2,6
2012-11-11,"Sydney",0,21.7,33,46,1026.7,2
2012-11-12,"Sydney",0,25.2,61,41,1019.5,7
2012-11-13,"Sydney",0,20.5,65,69,1019.2,3
2012-11-14,"Sydney",2.4,22,35,66,1017.4,8
2012-11-15,"Sydney",0.4,26.5,39,61,1010.4,7
2012-11-16,"Sydney",1.2,17.9,52,85,1011.1,8
2012-11-17,"Sydney",5.6,21.4,37,47,1015,4
2012-11-18,"Sydney",0,25.1,89,50,1007.2,3
2012-11-19,"Sydney",0,19,59,66,1016,3
2012-11-20,"Sydney",2.8,22.5,52,54,1021.8,3
2012-11-21,"Sydney",0.2,25.5,59,52,1011.9,6
2012-11-22,"Sydney",0,19.9,80,61,1017,7
2012-11-23,"Sydney",0,22,31,53,1018.6,7
2012-11-24,"Sydney",0,26.7,48,56,1014.7,1
2012-11-25,"Sydney",0,33.1,31,47,1012.5,2
2012-11-26,"Sydney",0,25,46,74,1012.6,7
2012-11-27,"Sydney",0.2,23.9,54,82,1014.8,7
2012-11-28,"Sydney",8.6,23.4,31,77,1016.4,7
2012-11-29,"Sydney",0,29.4,50,57,1013.4,2
2012-11-30,"Sydney",0,32.8,56,55,1009.9,6
2013-01-01,"Sydney",0,27.1,37,58,1008.5,3
2013-01-02,"Sydney",0,23.4,61,66,1015.2,7
2013-01-03,"Sydney",0,25.5,37,48,1016.5,1
2013-01-04,"Sydney",0,28.4,61,47,1014,0
2013-01-05,"Sydney",0,30.9,57,44,1014.1,1
2013-01-06,"Sydney",0,30.3,41,48,1019.7,1
2013-01-07,"Sydney",0,28,44,56,1018.3,1
2013-01-08,"Sydney",0,42.5,56,12,998.8,6
2013-01-09,"Sydney",0,23.5,61,42,1002.4,6
2013-01-10,"Sydney",0,26.1,46,49,1009.6,7
2013-01-11,"Sydney",0,31.9,54,52,1005.5,5
2013-01-12,"Sydney",0,31.4,56,76,1007,7
2013-01-13,"Sydney",0,23.9,61,83,1009,7
2013-01-14,"Sydney",9.2,22.1,59,59,1017.7,2
2013-01-15,"Sydney",0,25.4,48,48,1016.7,3
2013-01-16,"Sydney",0,28.5,43,53,1011.8,4
2013-01-17,"Sydney",0,30.1,50,55,1007.7,1
2013-01-18,"Sydney",0,46.4,87,13,997.5,3
2013-01-19,"Sydney",1.4,23.4,48,74,1014,8
2013-01-20,"Sydney",0.2,24.2,35,53,1016.2,8
2013-01-21,"Sydney",1,28.3,39,49,1013.2,7
2013-01-22,"Sydney",0,32.2,63,57,1007.2,7
2013-01-23,"Sydney",0.2,23.3,65,72,1015.6,7
2013-01-24,"Sydney",0.2,27.5,41,77,1015.6,2
2013-01-25,"Sydney",0,31.2,52,56,1010.4,1
2013-01-26,"Sydney",0,31.1,72,60,1010.8,6
2013-01-27,"Sydney",13.4,23.4,44,86,1009.3,8
2013-01-28,"Sydney",16.2,24.1,61,93,1008.5,8
2013-01-29,"Sydney",104.6,26.3,63,80,1005,6
2013-01-30,"Sydney",0.6,26.6,33,58,1014.1,2
2013-01-31,"Sydney",0,30.5,61,56,1008.1,1
2013-03-01,"Sydney",26.4,21.2,67,81,1016.2,8
2013-03-02,"Sydney",13.6,23.5,61,70,1020.9,8
2013-03-03,"Sydney",2,26.1,54,54,1020.7,6
2013-03-04,"Sydney",1.6,26.5,39,50,1021,3
2013-03-05,"Sydney",0,28.8,43,49,1020,3
